found_idiom,translated_segment,src,dst,idiom_avg,idiom_log_avg,idiom_tot,idiom_min,idiom_max,idiom_log_tot,literal_avg,literal_log_avg,literal_tot,literal_min,literal_max,literal_log_tot
半信半疑,真且正的,这表现在很多方面，如许多传统信为真且正的，上大人的冠冕堂皇的大言，以至自己的美妙遐想，昔日赞而叹之的，变为半信半疑，或干脆疑之了。,这表现在很多方面，如许多传统信为真且正的，上大人的夸张的大言，以至自己的美妙遐想，昔日赞而叹之的，变为有点怀疑，或干脆疑之了。,111149.0,11.618635919392343,444596,53982,230248,13.00492353285114,2140626.75,14.576609685103435,8562507,144597,7922684,15.962903695858751
头头是道,很正确,问孔子，问老子，这巧问到我的本行，我给他答得头头是道，我又问他知不知道庄子，他又问我庄子不是一只蝴蝶儿吗？,问孔子，问老子，这巧问到我的本行，我给他答得很正确，我又问他知不知道庄子，他又问我庄子不是一只蝴蝶儿吗？,925001.75,13.737551989463116,3700007,274911,2615490,15.123845539774278,236493.0,12.373678116613442,709479,128417,296810,13.472287586319522
不折不扣,确确实实,这儿人起的也真早，“入暮旋收市，凌晨即品茶”，是不折不扣的实录。,这儿人起的也真早，“入暮旋收市，凌晨即品茶”，是确确实实的实录。,1128018.0,13.935973554869914,4512072,11505,2237915,15.322267251107165,248455.5,12.423023058893918,993822,128417,368494,13.809314401372186
五花大绑,嘴里塞了一块抹布,小分队当天夜里就把王二虎摁在被窝里，嘴里塞了一块抹布，五花大绑，拉到了土地庙的门前，一拉过来就用铡刀铡了。,小分队当天夜里就把王二虎摁在被窝里，嘴里塞了一块抹布，捆绑着，拉到了土地庙的门前，一拉过来就用铡刀铡了。,328964.75,12.703708920984914,1315859,4112,1054064,14.090001002229606,742353.25,13.517581834094056,5938826,6299,3050722,15.597022197090647
截然不同,完全不同,在老金面前，素雲就變成截然不同的兩個人了。,在老金面前，素雲就變成完全不同的兩個人了。,799817.5,13.592140105910039,3199270,12718,2237915,14.978433529316746,780973.5,13.568297777840643,3123894,143120,2237915,14.954591178621417
胸有成竹,十分自信,着，装傻，但胸有成竹；观望着，等待着，以静制动。,着，装傻，但十分自信；观望着，等待着，以静制动。,577600.75,13.266639896334556,2310403,12000,1782004,14.652932958981085,400067.75,12.899391686321303,1600271,230248,611687,14.285684172761647
不近人情,没有人情味,信中还是那么单纯，那么粗卤到不近人情！,信中还是那么单纯，那么粗卤到没有人情味！,1133563.75,13.940877871250569,4534255,115441,2237915,15.327171570740635,886350.6,13.694868990596278,4431753,40704,1867999,15.304306000453611
能说会道,鲶鱼嘴，十分善辩,老朱是个胖子，鲶鱼嘴，能说会道；人一胖，说话声音就高；老朱脾气又暴，得理不让人，宋解放在家里做不了主。,老朱是个胖子，鲶鱼嘴，十分善辩；人一胖，说话声音就高；老朱脾气又暴，得理不让人，宋解放在家里做不了主。,702479.5,13.46237292179766,2809918,534695,874977,14.848666215271686,127987.57142857143,11.759696253201263,895913,162,419382,13.70559970520763
年轻力壮,年轻力气大,红犍牛正是年轻力壮的时候，肩峰上的肌肉像一座小山，走起路来步履生风，而老黑牛却已显出龙钟老态，也瘦，只剩了一副高大的骨架。,红犍牛正是年轻力气大的时候，肩峰上的肌肉像一座小山，走起路来步履生风，而老黑牛却已显出龙钟老态，也瘦，只剩了一副高大的骨架。,266506.5,12.49315766478116,1066026,15151,601887,13.879449211717377,459125.2,13.037080396785855,2295626,89852,1054064,14.646516566778123
货真价实,要用国货；嘿，老子就是真,“他们说得好听，说是要用国货；嘿，老子就是货真价实的国货医生，然而近年来偏不行时了，偏是那样的落薄！”,“他们说得好听，说是要用国货；嘿，老子就是真的国货医生，然而近年来偏不行时了，偏是那样的落薄！”,178286.5,12.091152694831678,713146,42602,368494,13.477442849254086,682724.9,13.433848740287463,6827249,4102,2615490,15.736432515035645
天经地义,本分，安心住著，每天回家来吃晚饭才是重要，买房子,妈妈爸爸的房子给小孩子住也是天经地义的，安心住著，每天回家来吃晚饭才是重要，买房子的事不要提了。”,妈妈爸爸的房子给小孩子住也是本分，安心住著，每天回家来吃晚饭才是重要，买房子的事不要提了。”,516019.5,13.153901772356708,2064078,193507,969349,14.540194680044912,418031.95238095237,12.943315541846955,8778671,35076,2615490,15.987835701324054
千军万马,些不妙，风利飕有劲，潮气很重，东北方向的天空像有千万军马,大家都抬头看天，天果然有些不妙，风利飕有劲，潮气很重，东北方向的天空像有千军万马在集结待命，乌压压，黑沉沉，仿佛只要一声令下，就会冲过来，就会遮天盖地。,大家都抬头看天，天果然有些不妙，风利飕有劲，潮气很重，东北方向的天空像有千万军马在集结待命，乌压压，黑沉沉，仿佛只要一声令下，就会冲过来，就会很多。,180090.25,12.101218945863868,720361,67843,362526,13.487509142419619,715478.64,13.480708421948338,17886966,428,7922684,16.699582905058378
谈情说爱,谈恋爱,当我看了看那颇为隐蔽的座儿，便笑着对Ｎ道：“好个谈情说爱的地方，只可惜我们这一对是假的！”,当我看了看那颇为隐蔽的座儿，便笑着对Ｎ道：“好个谈恋爱的地方，只可惜我们这一对是假的！”,345533.25,12.752847048969839,1382133,86089,874977,14.13913923953554,69643.33333333333,11.151156616721277,208930,14674,108167,12.249759332896902
千言万语,很多话,泪夺眶而出，我感到似有千言万语可对儿子解说，但我只是牙痛般哼哼了一声：,泪，我感到似有很多话可对儿子解说，但我只是牙痛般哼哼了一声：,101294.0,11.525792330677051,405176,67843,134220,12.912079287652842,335336.0,12.72289127530757,1006008,240067,481689,13.821501575923872
视而不见,当作看不见,我们都视而不见，五富忍不住要笑，我使个眼色，五富蹴下去，再不看黄八。,我们都当作看不见，五富忍不住要笑，我使个眼色，五富蹴下去，再不看黄八。,813140.0,13.60865980522672,3252560,96326,2237915,14.994953243996925,780735.2,13.567992599676915,3903676,269080,2237915,15.1774294874366
坐立不安,动乱不安,黄原体育场举办传统的灯会，那里很早就响起了激越的锣鼓声，撩拨得全城的人坐立不安。,黄原体育场举办传统的灯会，那里很早就响起了激越的锣鼓声，撩拨得全城的人动乱不安。,673100.75,13.419651785906284,2692403,66293,2237915,14.80594503278094,723859.5,13.492353973244752,2895438,47474,2237915,14.878647298252865
出人意料,意外,街上不同颜色和形式的公车，川流不息的在载人，他们的交通出人意料的方便快捷。,街上不同颜色和形式的公车，不停的在载人，他们的交通意外的方便快捷。,764066.25,13.54641108783502,3056265,72778,1867999,14.93270446736544,327938.5,12.70058441913355,655877,295645,360232,13.393730075020862
仰面朝天,老头脸上腻腻地响了一声，头朝天,然后猛力捣了一拳，老头脸上腻腻地响了一声，仰面朝天摔在地上，爷爷又走上前去，对着老头的脸，狠命踹了一脚。,然后猛力捣了一拳，老头脸上腻腻地响了一声，头朝天摔在地上，爷爷又走上前去，对着老头的脸，狠命踹了一脚。,232596.0,12.357062621305108,930384,16940,425180,13.743353757958607,631262.2857142857,13.355478306026324,8837672,2425,3050722,15.994534164667217
窃窃私语,悄悄说话,再往里去，灶间的后窗里，两个女人窃窃私语，眼睛瞟起一下，又瞟起一下，是母女俩在说媳妇和嫂嫂的坏话。,再往里去，灶间的后窗里，两个女人悄悄说话，眼睛瞟起一下，又瞟起一下，是母女俩在说媳妇和嫂嫂的坏话。,31213.25,10.348630000297055,124853,6174,82805,11.734900333640834,286331.5,12.564909001933163,1145326,15141,874977,13.951200743717203
半真半假,拉开皮筋，瞄准金大川的嘴巴，一半真一半假,你接过弹弓，拉开皮筋，瞄准金大川的嘴巴，半真半假地说：金大川，你给,你接过弹弓，拉开皮筋，瞄准金大川的嘴巴，一半真一半假地说：金大川，你给,105368.25,11.565226126792783,421473,62691,198416,12.951513370061221,915673.8888888889,13.727416655861767,16482130,3383,7922684,16.617787382338435
自怨自艾,自我埋怨,在旅馆里唉声叹气，自怨自艾，正想废学回家，另寻出路的时候，恰巧和我同班毕业的三位同学，也从富阳到杭州来了；他们是因为杭府中学难考，并且费用也贵，预备一道上学膳费比较便宜的嘉兴去进府中的。,在旅馆里叹气，自我埋怨，正想废学回家，另寻出路的时候，恰巧和我同班毕业的三位同学，也从富阳到杭州来了；他们是因为杭府中学难考，并且费用也贵，预备一道上学膳费比较便宜的嘉兴去进府中的。,313376.0,12.655162217570265,1253504,11305,611687,14.041454185403802,581071.5,13.272630812902767,2324286,11246,1690048,14.65892388330509
亲戚朋友,家里人,做官的都爱做好官，不过往往只知道爱做自己家里人的好官，自己亲戚朋友的好官；这种好官往往是自己国家的贪官污吏。,做官的都爱做好官，不过往往只知道爱做自己家里人的好官，自己亲戚朋友的好官；这种好官往往是自己国家的贪官。,57418.5,10.958139245869814,229674,4756,118451,12.344420545139668,971861.3333333334,13.78696944103865,2915584,509790,1867999,14.885581043738313
不可救药,无法挽救,否则在另一时即把这人列入“不可救药国民”之一。,否则在另一时即把这人列入“无法挽救国民”之一。,764734.25,13.54728497447834,3058937,38824,2237915,14.933578354866183,217573.5,12.290296599596934,870294,5389,466816,13.676587513615749
大人先生,有身份人,啊呀，不对，本来是在说看山的，多嘴的小子，却又破口牵涉起大人先生们的狼心狗计来了，不说吧，还是不说吧。,啊呀，不对，本来是在说看山的，多嘴的小子，却又破口牵涉起有身份人们的狼心狗计来了，不说吧，还是不说吧。,953680.5,13.768085037245273,3814722,210628,1867999,15.154378611938778,986284.0,13.801700638471981,3945136,45408,1867999,15.187994239162295
破烂不堪,十分破,我们读着这些来处不明的，被翻得破烂不堪的书，沉浸在那虚拟的故,我们读着这些来处不明的，被翻得十分破的书，沉浸在那虚拟的故,580961.0,13.27244062922004,2323844,9026,2237915,14.658733699376866,275201.3333333333,12.525261863687552,825604,67268,419382,13.623871729892647
归根结底,总之,归根结底，在他童稚的好奇的心灵中，是想要弄清花儿是怎么开放的。,总之，在他童稚的好奇的心灵中，是想要弄清花儿是怎么开放的。,103333.25,11.545724158721615,413333,35153,181674,12.932011261815035,396736.5,12.891030131906193,793473,184470,609003,13.584176052186194
左右为难,为难,他正这么左右为难，白巡长又给加了点油：“四爷，我并不愿挑拨是非，我是为您抱不平！,他正这么为难，白巡长又给加了点油：“四爷，我并不愿挑拨，我是为您感到不公平！,318690.5,12.671978829199425,1274762,45561,1039036,14.058270836943457,591816.5,13.290953589311986,1183633,144597,1039036,13.98409992501653
摇头叹息,叹气,如果古希腊的圣贤们转世再生，一定会对现代人类道德水准如此之低而摇头叹息：在神圣的奥运会期间，全球各地的战争和杀戳依然如火如荼地进行……,如果古希腊的圣贤们转世再生，一定会对现代人类道德水准如此之低而叹气：在神圣的奥运会期间，全球各地的战争和杀戳依然热烈地进行……,106645.0,11.577270217335844,426580,18587,274911,12.963557545818437,104637.0,11.55826205335852,209274,18587,190687,12.251404455528258
痛哭流涕,悲愤至极点,然病国危时，岂痛哭流涕所能收效乎？,然病国危时，岂悲愤至极点所能收效乎？,45295.0,10.72097400735168,181180,1880,107397,12.107251810581046,123873.4,11.727023428028227,619367,13749,300800,13.336454882287086
海市蜃楼,一种自然光学现象,我看还是把它们全都看成海市蜃楼，然后独自行走。,我看还是把它们全都看成一种自然光学现象，然后独自行走。,104427.75,11.55626029966146,417711,424,209302,12.942547478825297,733261.5,13.50525903408614,5866092,143453,3050722,15.584699382468186
神气活现,活泼,接着双手背到身后，神气活现地站在那里看着比他大多了的孩子跑来。,接着双手背到身后，活泼地站在那里看着比他大多了的孩子跑来。,249769.25,12.428296774304988,999077,184554,433960,13.814588132660834,97282.0,11.485379535540277,194564,4688,189876,12.178521576442883
忧心忡忡,担忧,人们都躲在屋子里，忧心忡忡地坐着，听着田野里的巨响，也听着冰雹般的蝗虫敲打屋脊的声响。,人们都躲在屋子里，担忧地坐着，听着田野里的巨响，也听着冰雹般的蝗虫敲打屋脊的声响。,102381.75,11.536473520365815,409527,1273,392228,12.9227605560061,33272.5,10.412516563359175,66545,14753,51792,11.105648716832796
一口咬定,闹,李雪莲去找秦玉河闹，李雪莲说当初离婚是假的，秦玉河一口咬定，当初离婚是真的。,李雪莲去找秦玉河闹，李雪莲说当初离婚是假的，秦玉河十分肯定，当初离婚是真的。,919056.25,13.731103695371395,3676225,11029,3050722,15.11739724043733,17764.0,9.784985508455128,17764,17764,17764,9.784985508455128
两手空空,常毫无收获,但这多少年来，庄稼人苦没少受，可年年下来常常两手空空。,但这多少年来，庄稼人苦没少受，可年年下来常常毫无收获。,223030.0,12.315066054233696,892120,158539,294600,13.701357052586703,157181.8,11.965164738232742,785909,38374,359265,13.574597561038487
心烦意乱,心情烦闷,高密县坐堂前心烦意乱，想起了孙家眉娘务情檀栾。,高密县坐堂前心情烦闷，想起了孙家眉娘务情檀栾。,205002.5,12.230782331145532,820010,20076,392228,13.617073033784607,183478.0,12.11985549851095,733912,8708,392228,13.506145771961227
三五成群,成群的,所以死在井下的矿工，总是三五成群。,所以死在井下的矿工，总是成群的。,257013.5,12.456887782519258,1028054,70459,499007,13.843179225511594,2830716.6666666665,14.856040829932006,8492150,70459,7922684,15.954652883088553
有条不紊,有条理,兴隆有条不紊地，一转眼就灌下去半脸盆。,兴隆有条理地，一转眼就灌下去半脸盆。,1053209.5,13.867353676171001,4212838,1639,2237915,15.253647325182282,790457.0,13.580367803290375,2371371,191280,1782004,14.678979248565227
跌跌撞撞,看着爷爷双手端着铜盆，腰背佝偻，跌跌撞撞,父亲急忙跑到院子里，看着爷爷双手端着铜盆，腰背佝偻，跌跌撞撞走到厕所的矮墙边，扬臂泼水，空中闪出一道五彩缤纷的瀑布，但顷刻就消失了。,父亲急忙跑到院子里，看着爷爷双手端着铜盆，腰背佝偻，跌跌撞撞走到厕所的矮墙边，扬臂泼水，空中闪出一道颜色丰富的瀑布，但顷刻就消失了。,12430.5,9.427988853008413,49722,11967,12894,10.814222881696587,125091.77777777778,11.736810963195966,2251652,172,626326,14.627175171111816
烟消云散,消失不见了,心里聚集了一下午的委屈，马上烟消云散。,心里聚集了一下午的委屈，马上消失不见了。,55811.5,10.929753137618855,223246,33137,96263,12.316034060798513,969426.4,13.784460866900096,4847132,96263,2237915,15.393897954104446
十有八九,很有可能,我猜想着，他十有八九是一条毒蛇！”,我猜想着，他很有可能是一条毒蛇！”,577059.5,13.265702392679886,2308238,92700,1782004,14.65199545410852,863680.5,13.668959345564621,3454722,284252,1782004,15.055252838308467
光明正大,很磊落,我们光明正大，我们什么都不怕，老黑你负的是公伤，理,我们很磊落，我们什么都不怕，老黑你负的是公伤，理,452096.5,13.021653143517351,1808386,147639,1054064,14.407945845701677,122669.0,11.717253102026797,368007,1114,284252,12.81585995604521
生气勃勃,活力,这个戏揭示了一个真理，只有投身于生气勃勃的人生和沸腾欢跃的生活,这个戏揭示了一个真理，只有投身于活力的人生和沸腾欢跃的生活,224771.0,12.322841834083892,899084,13183,682031,13.70913285848368,274506.0,12.522732040517326,549012,189876,359136,13.215877399628436
不在话下,很轻松,平生所吃辣椒之多矣，什么朝天椒、野山椒，都不在话下。,平生所吃辣椒之多矣，什么朝天椒、野山椒，都很轻松。,1277087.0,14.060093044151742,5108348,240067,2237915,15.446386817997913,137222.33333333334,11.829365047841206,411667,37563,284252,12.927972478237256
听天由命,惴湍,王琦瑶心里是惴湍的，还是听天由命的。,王琦瑶心里是惴湍的，还是随缘的。,257357.25,12.4582243620763,1029429,148988,419884,13.844515808966344,720.0,6.580639137284949,1440,663,777,7.273092595999522
一望而知,一看便知,机工（接下，一望而知他觉得这工作非常吃力）喝！,机工（接下，一看便知他觉得这工作非常吃力）喝！,1034872.5,13.84978975498964,4139490,133145,3050722,15.236083391383008,985300.25,13.800702710958904,3941201,159479,3050722,15.186996310889985
牛鬼蛇神,神像,在刘玉升等人刚把庙里的主神塑造完毕，庙窑翻修了一半的时候，共产党员孙玉亭激愤地自己掏钱买车票跑到县上把这些“牛鬼蛇神”告了一状。,在刘玉升等人刚把庙里的主神塑造完毕，庙窑翻修了一半的时候，共产党员孙玉亭激愤地自己掏钱买车票跑到县上把这些“神像”告了一状。,63513.75,11.059027441371724,254055,10538,184554,12.445309994141141,164922.5,12.01323700900651,329845,145291,184554,12.706381157853219
担惊受怕,受惊,为了妻的在豫担惊受怕的原故，我真想走了。”,为了妻的在豫受惊的原故，我真想走了。”,88991.0,11.396301757033692,355964,51792,180928,12.782587690394228,120326.0,11.697968315682871,240652,59724,180928,12.391111340890827
一如既往,日常,你完全可以去死，把一条小鱼买来（也许捉来，也许捡来），晾干或者焙干，研碎，装在只小玻璃瓶里，在冬天或者夏天，秋天或者春天，在人间一如既往的某一时刻，享用它……,你完全可以去死，把一条小鱼买来（也许捉来，也许捡来），晾干或者焙干，研碎，装在只小玻璃瓶里，在冬天或者夏天，秋天或者春天，在人间日常的某一时刻，享用它……,916876.25,13.728728881864102,3667505,51208,3050722,15.115022424989755,288036.0,12.570844223088455,576072,212309,363763,13.263989667758796
名正言顺,很正当,你本来是《小说月报》的主编，由你来担任，倒名正言顺，可是你又在北平教书。,你本来是《小说月报》的主编，由你来担任，倒很正当，可是你又在北平教书。,162576.75,11.998911627864166,650307,34708,296810,13.38520137579603,336778.6666666667,12.727184187397988,1010336,284252,429274,13.825794496530538
哼哼唧唧,哼唧,“磷化锌”哼哼唧唧地怪叫着，却不回答问题。,“磷化锌”哼唧地怪叫着，却不回答问题。,4084.0,8.315077007294104,16336,749,7419,9.701187753026508,4084.0,8.315077007294104,8168,749,7419,9.00810178134187
回心转意,改变原先态度,现在沈见瞎鹿回心转意，大灾大难之中，摸她脸摸她身，对她是一种安慰。,现在沈见瞎鹿改变原先态度，大灾大难之中，摸她脸摸她身，对她是一种安慰。,276697.5,12.530683744726714,1106790,115087,392228,13.91697539531143,169324.33333333334,12.039577192681984,1015946,77219,214376,13.831331740405574
身不由己,身体不受控制,他总是身不由己地，奔了王琦瑶去，结果却落在了蒋丽莉手中，走入迷魂阵似的。,他总是身体不受控制地，奔了王琦瑶去，结果却落在了蒋丽莉手中，走入迷宫似的。,757683.25,13.538022021112422,3030733,249725,2237915,14.924315392373579,539796.3333333334,13.198949039452566,3238778,45664,2237915,14.990706964890157
唠唠叨叨,“容忍”久了也使他气郁,稳妥的方法是“容忍”，然而“容忍”久了也使他气郁，所以终不免时而唠唠叨叨，牢骚,稳妥的方法是“容忍”，然而“容忍”久了也使他气郁，所以终不免时而唠叨，牢骚,1743.5,7.464223260626829,6974,1143,2344,8.850087606689566,570259.2222222222,13.253848065846945,5132333,7968,2128528,15.451071084439372
手舞足蹈,跳舞,那些在两个悬崖之间低头为普遍民众找一条可行之路的，一定是君子；相反，那些在悬崖顶端手舞足蹈、大喊大叫、装扮勇猛的，一定是小人。,那些在两个悬崖之间低头为普遍民众找一条可行之路的，一定是君子；相反，那些在悬崖顶端跳舞、大声喊叫、装扮勇猛的，一定是小人。,96297.75,11.475210617431983,385191,3004,280442,12.861497190258458,27842.0,10.234336867263503,55684,24360,31324,10.9274660898272
微不足道,很微小,粥是白惨惨的，番薯是黄澄澄的，用汤匙把它舀起来时，好似挖到了一块黄金，在那单调得近乎贫血的日子里，这竟然也成了餐桌上一项微不足道的小游戏。,粥是白惨惨的，番薯是黄澄澄的，用汤匙把它舀起来时，好似挖到了一块黄金，在那单调得近乎贫血的日子里，这竟然也成了餐桌上一项很微小的小游戏。,727619.75,13.497535243636174,2910479,60484,2237915,14.883828573998784,251907.66666666666,12.4368218669361,755723,60484,410987,13.535431509138895
千头万绪,头绪很多,这时各种事情，千头万绪，才重新回到太后心中。,这时各种事情，头绪很多，才重新回到太后心中。,123136.25,11.721054865911137,492545,15571,274911,13.107343136247906,264105.75,12.48410865645918,1056423,15571,481689,13.87040017781422
风尘仆仆,很艰难,回想希腊当初，几乎所有的学问家都风尘仆仆。,回想希腊当初，几乎所有的学问家都很艰难。,37473.0,10.531402638158458,149892,8976,121803,11.91767698520178,146671.0,11.895954080201557,440013,11164,284252,12.994561823570075
自作主张,自作决定,"可是，寄托着她无限期望的这件大事到了眼前却是平平无奇，儿子自作主张要娶""切糕容""家的姑娘！","可是，寄托着她无限期望的这件大事到了眼前却是平平无奇，儿子自作决定要娶""切糕容""家的姑娘！",422564.5,12.95409974334932,1690258,136087,611687,14.340392329594865,433743.75,12.980211506423558,1734975,157959,611687,14.366504138414395
神魂颠倒,迷糊了,为了这个隔壁班的男生，神魂颠倒接近一年半的光景，也没想办法告诉他。,为了这个隔壁班的男生，迷糊了接近一年半的光景，也没想办法告诉他。,68661.0,11.136951195629095,274644,5921,184554,12.523234633616887,722861.6666666666,13.490974533812867,2168585,16098,2128528,14.58958590022146
拖泥带水,连累,她孤独的一个人可以藏匿在心里温存，拖泥带水地牵上了交亲、叔父、兄弟之类，这女孩子就不伶俐洒脱，心里不便窝藏她了，她的可爱里也就搀和渣滓了。,她孤独的一个人可以藏匿在心里温存，连累地牵上了交亲、叔父、兄弟之类，这女孩子就不伶俐洒脱，心里不便窝藏她了，她的可爱里也就搀和渣滓了。,87849.75,11.383394630858254,351399,13874,198933,12.769680454735134,62415.5,11.041584942480823,124831,18017,106814,11.734724112306383
人来人往,人走来走去,严守一他奶是个小脚老太太，拄着拐杖，看到人来人往，院里盘灶，动作很大，老太太很不高兴，别着脸说：,严守一他奶是个小脚老太太，拄着拐杖，看到人走来走去，院里盘灶，动作很大，老太太很不高兴，别着脸说：,1233001.5,14.024962809719446,4932006,116539,1867999,15.411256562567878,762195.2,13.543959281841376,3810976,193619,1867999,15.15339614467641
众目睽睽,规整，付之于企盼，付之于大众之下,水在这里，吃够了苦头也出足了风头，就像一大拨翻越各种障碍的马拉松健儿，把最强悍的生命付之于规整，付之于企盼，付之于众目睽睽。,水在这里，吃够了苦头也出足了风头，就像一大拨翻越各种障碍的马拉松健儿，把最强悍的生命付之于规整，付之于企盼，付之于大众之下。,65604.25,11.091411002217717,262417,600,180827,12.477693931260342,375952.14285714284,12.837219794545517,5263330,5689,1054064,15.47627465424506
张口结舌,张口说不出话来,大宝被噎得张口结舌，上言没搭下语地卡了壳，梨花又架起车子，一路歪斜地向前走了。,大宝被噎得张口说不出话来，上言没搭下语地卡了壳，梨花又架起车子，一路歪斜地向前走了。,129302.0,11.769913766346939,517208,7511,191936,13.156202327120548,787958.1428571428,13.577201518329739,5515707,136087,2237915,15.523110579583317
升官发财,升职加薪,你无聊，无耻，你的眼你的心永远在吃喝穿戴与升官发财上。,你无聊，无耻，你的眼你的心永远在吃喝穿戴与升职加薪上。,191985.75,12.165181638211923,767943,41105,572904,13.551472092804593,88941.5,11.39574537250706,355766,5741,243648,12.782031301177197
恼羞成怒,十分愤怒,兰赫没有什么话好回答，恼羞成怒，将原子笔啪一下掷在桌上，我本来亦是在气头上，又看见这人这么的态度，自己也恶劣起来，完全没有考虑个人的风度，顺手举起那本厚电话簿，惊天动地的给他摔在桌上，走出去时，想到平日每月准时去付房钱时，亲热的叫著他∶“兰赫先生！,兰赫没有什么话好回答，十分愤怒，将原子笔啪一下掷在桌上，我本来亦是在气头上，又看见这人这么的态度，自己也恶劣起来，完全没有考虑个人的风度，顺手举起那本厚电话簿，重重的给他摔在桌上，走出去时，想到平日每月准时去付房钱时，亲热的叫著他∶“兰赫先生！,135097.0,11.813755719989711,540388,6651,499007,13.200044529568633,199114.75,12.20164159290047,796459,13749,419382,13.587932187359952
精神抖擞,个很有精神,有自己的娘儿们小孩在旁边观看，大家个个精神抖擞。,有自己的娘儿们小孩在旁边观看，大家个个很有精神。,72981.25,11.197971539879676,291925,652,184554,12.58425562447543,709505.0,13.472324232206097,3547525,97135,1782004,15.08176101709448
一股脑儿,冲动地,你一股脑儿包起来，叫用人送还他。,你冲动地包起来，叫用人送还他。,845514.25,13.647701483822809,3382057,61647,3050722,15.033994957909222,483188.6666666667,13.088164540164362,1449566,53378,969349,14.186775449111066
指手画脚,说话很放肆,这种笨活原本都是守灯干的，善人来后让善人干，而现在他们干着，守灯却也指手画脚。,这种笨活原本都是守灯干的，善人来后让善人干，而现在他们干着，守灯却也说话很放肆。,132524.75,11.794532245149558,530099,38263,280442,13.180820946975897,310170.4,12.644880326892466,1550852,3956,874977,14.254315660104137
无家可归,无法归家,逃出来的人都到乡下来了，昨天镇上就到了一批，看样子都是好好的人家，现在却弄得无家可归！”,逃出来的人都到乡下来了，昨天镇上就到了一批，看样子都是好好的人家，现在却弄得无法归家！”,406829.0,12.9161506867501,1627316,35153,723108,14.302443204346428,342756.0,12.744777020264882,1371024,35153,509790,14.13106919324326
高高在上,高傲,新月突然意识到自己还高高在上，这样和老师说话，太不礼貌了！,新月突然意识到自己还高傲，这样和老师说话，太不礼貌了！,916460.0,13.728274792164994,3665840,293542,2009181,15.11456833491912,150522.5,11.921874497160923,301045,7503,293542,12.615018355974893
平心而论,凭良心说话,荪甫，平心而论，张桂军这次打湖南，不免是替共党造机会。,荪甫，凭良心说话，张桂军这次打湖南，不免是替共党造机会。,357474.75,12.786822806647661,1429899,191267,649239,14.17311506972094,312811.6,12.653359568171945,1564058,15619,874977,14.262794923161035
星星点点,今天建设中的斗争与成果,古代的文化与人物，今天建设中的斗争与成果，星星点点，变化万千。,古代的文化与人物，今天建设中的斗争与成果，十分零散，变化很多。,188560.0,12.147176840947669,754240,76320,300800,13.533467224566953,1016364.5454545454,13.831743631245297,11180010,69456,7922684,16.229638009590563
平白无故,没有缘故,他的时间就那么平白无故的空空耗费了！,他的时间就那么没有缘故的空空耗费了！,192331.75,12.166982223888585,769327,70067,359265,13.553272685508976,574886.75,13.261930083330787,2299547,19330,1782004,14.648223139847321
语无伦次,打晃，嘴里也有些没有逻辑,第二天上午在美庐主持节目，严守一脚步有些打晃，嘴里也有些语无伦次。,第二天上午在美庐主持节目，严守一脚步有些打晃，嘴里也有些没有逻辑。,172437.25,12.05779448035214,689749,32822,359265,13.444084492079533,535993.8181818182,13.191879772434973,5895932,9157,1782004,15.589773349150379
漫山遍野,到处都是,说是漫山遍野，但也有几个比较集中的“点”。,说是到处都是，但也有几个比较集中的“点”。,63559.25,11.059743553934295,254237,14869,168142,12.446026115156844,1053582.5,13.867707768696325,4214330,194237,2615490,15.254001417959712
灯火辉煌,首都剧场的舞台上,在北京的灯市口，首都剧场的舞台上，灯火辉煌，一出戏正在演,在北京的灯市口，首都剧场的舞台上，灯火明亮，一出戏正在演,34920.25,10.460850805418257,139681,5002,97760,11.847123689413074,1232600.25,14.024637331626268,9860802,24360,7922684,16.10407816342502
设身处地,置于当时处境,有的人看什么也不笑，也对呀，喜悲剧的人不替古人落泪不痛快，因为他好“觉”；设身处地的那么一“觉”，世界上的事儿便少有不叫泪腺要动作动作的。,有的人看什么也不笑，也对呀，喜悲剧的人不替古人落泪不痛快，因为他好“觉”；置于当时处境的那么一“觉”，世界上的事儿便少有不叫泪腺要动作动作的。,389013.25,12.87137125432038,1556053,142742,969349,14.25766368748847,369030.3333333333,12.818636833600134,2214182,57255,833532,14.610394044661472
甜言蜜语,她，一边在她的耳边说着甜蜜的话,我一边摸着她，一边在她的耳边说着甜言蜜语：看看，,我一边摸着她，一边在她的耳边说着甜蜜的话：看看，,54231.5,10.901035638717216,216926,6894,120308,12.28731617039561,1696297.9285714286,14.343959334856796,23748171,6894,7922684,16.983016117061652
似曾相识,熟悉,加上似曾相识的宿命哲学，和“不知生前是什么关系的一个迷与痛”，便把那痛彻心肺、刻骨铭心的爱，写绝了。,加上熟悉的宿命哲学，和“不知生前是什么关系的一个迷与痛”，便把那痛彻心肺、十分难忘的爱，写绝了。,145432.5,11.887474216443392,581730,89328,269125,13.273763420553834,22252.5,10.010254578594294,44505,15234,29271,10.703379290526062
今生今世,说：那我这辈子,我说：那我今生今世就没个女人啦？,我说：那我这辈子就没个女人啦？,287567.25,12.569215502351033,1150269,126624,682031,13.955507255391005,901771.5,13.71211754993773,5410629,14384,1690048,15.503876095059407
